event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM42434,"04 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Shalaambood,1.7087,44.6961,1,Calamada,National,"On 4 October 2023, overnight, Al Shabaab conducted a hit-and-run attack against ATMIS UPDF at defensive base in Shalaambood town (Marka, Lower Shabelle). The attack was initiated with heavy exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42437,"04 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,2,Calamada,National,"On 4 October 2023, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a base in Hanta Dheer village near Afgooye town (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42449,"04 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,Caasimada,National,"On 4 October 2023, Al Shabaab launched an attack against government security forces (SNA) at a base in Qoryooley town (Qoryooley, Lower Shabelle). Both sides exchanged gunfire. There were no casualties.",0,,1696883593
SOM42457,"04 October 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)","Military Forces of Somalia (2022-) Galmudug Security Force; Habar Gedir Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Mudug,Hobyo,,Hobyo,5.3505,48.5268,2,"Al Furqaan; Caasimada; Calamada; Hiiraan (Somalia); Radio Dalsan; Radio Risala; VOA",National-International,"On 4 October 2023, government security forces (SNA), Galmudug security forces, and Habar Gedir clan militia in an operation clashed with Al Shabaab positions in Gaadaay and Shabelow village near Hobyo town (Hobyo, Mudug). The clashes was initiated with heavy exchanged of gunfire from both sides. 141 were killed from both sides. (100 militants and 41 soldiers). Al Shabaab claimed killing 97 soldiers.",141,,1696883593
SOM42462,"04 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Hawadle Clan Group (Somalia); Labor Group (Somalia); Women (Somalia)",7,37,"Civilian targeting",706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,2,"Undisclosed Source","Local partner-Other","On 4 October 2023, unidentified gunmen in an illegal checkpoint shot and killed a businesswoman from Hawadle clan in Hiran Bile village near Belet Weyne town (Belet Weyne, Hiraan). The woman was commuting for Mira/ Khat business.",1,,1696883593
SOM42463,"04 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Labor Group (Somalia); Gaaljecel Clan Group (Somalia)",7,37,"Civilian targeting",706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Caasimada; Radio Dalsan; Radio Risala; Undisclosed Source","Local partner-Other","On 4 October 2023, unidentified gunmen shot and killed a businessman from Gaaljecel clan in Bacadaha area at the Hawlwadag neighborhood in Belet Weyne town (Belet Weyne, Hiraan). The motive is unknown.",1,,1696883593
SOM42414,"03 October 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Bay,Diinsoor,,Gurbaan,1.8866,43.1873,2,"Undisclosed Source","Local partner-Other","On 3 October 2023, Al Shabaab abducted around forty civilians accused of traveling to Diinsoor to receive humanitarian assistance in the vicinity of Gurbaan village (Diinsoor, Bay). The detained civilians were taken to Yaqbarawey village.",0,,1696883593
SOM42419,"03 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Kenya (2022-)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Gedo,"Ceel Waaq",,"El Wak",2.7352,41.0177,1,"Hiiraan (Somalia); Shabelle Media Network",National,"On 3 October 2023, Kenya security forces conducted an airstrike targeting Al Shabaab militants in Khadijo Haaji village near El Wak town (Ceel Waaq, Gedo) and Faafax Dhuun (coded separately). The airstrike hit civilian residential areas. Casualties unknown.",0,,1696883593
SOM42420,"03 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Kenya (2022-)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Gedo,Baardheere,,"Faafax Dhuun",2.2059,41.6249,1,"Hiiraan (Somalia); Shabelle Media Network",National,"On 3 October 2023, Kenya security forces conducted an airstrike targeting Al Shabaab militants in Faafax Dhuun (Baardheere, Gedo) and Khadijo Haaji village (coded separately). The airstrike hit civilian residential areas. Casualties unknown.",0,,1696883593
SOM42422,"03 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,8,"Al Shabaab","Habar Gedir-Saleban Sub-Clan Group (Somalia)",2,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Raydabiey,1.9051,44.6676,1,"Caasimada; Calamada",National,"On 3 October 2023, presumed US forces (describe as international forces) conducted an airstrike against senior Al Shabaab member in Raydabiey village (Qoryooley, Lower Shabelle). Three militants were killed including the senior militants who was Al Shabaab clan based elder for Habar Gedir Saleban sub clan. Al Shabaab claimed the victim was a civilian clan elder.",3,,1696883593
SOM42429,"03 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)",,8,28,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Calamada; Undisclosed Source","Local partner-Other","On 3 October 2023, overnight, Al Shabaab carried out a probing attack against ATMIS ENDF in Diinsoor town (Diinsoor, Bay). The attack was initiated with RPGs and followed by exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42435,"03 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Hawadle Clan Militia (Somalia)",,4,24,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Af Cad",3.5963,45.6759,2,"Undisclosed Source","Local partner-Other","On 3 October 2023, Al Shabaab launched an attack against Hawadle clan militia in the vicinity of Af Cad village (Bulo Burto, Hiraan). This is after Al Shabaab made a movement from the western to the eastern bank of the Shabelle river. There were no casualties.",0,,1696883593
SOM42436,"03 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,2,Calamada,National,"On 3 October 2023, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a base in Hanta Dheer village near Afgooye town (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42447,"03 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Mukaiga,2.1517,45.0686,1,Calamada,National,"On 3 October 2023, overnight, Al Shabaab launched a hit and run attack against government security forces (SNA) at a base in Mukaiga village (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42451,"03 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-) Jubaland Security Force",,1,12,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Bar-Sanguun,-0.4876,42.1839,2,"Calamada; Undisclosed Source","Local partner-Other","On 3 October 2023, Al Shabaab threw a hand grenade against Jubaland security forces convoy traveling from Mayonda, near Bar-Sanguun village (Kismaayo, Lower Juba). The security forces clashed with the militants. There were no fatalities. Two soldiers were injured.",0,,1696883593
SOM42456,"03 October 2023",2023,1,"Political violence",Battles,"Armed clash","Habar Gedir-Saad Sub-Clan Militia (Somalia)","Pastoralists (Somalia)",4,"Leelkayse Clan Militia (Somalia)","Pastoralists (Somalia)",4,44,,706,"Eastern Africa",Somalia,Mudug,Galdogob,,Galdogob,7.012,47.06,2,"Shabelle Media Network",National,"On 3 October 2023, pastoralists from Habar Gedir Saad sub clan militia and Leelkayse clan militia clashed over a dispute on grazing land in Bali-Soofe village near Galdogob village (Galdogob, Mudug). There were no casualties.",0,,1696883593
SOM42461,"03 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Marehan Clan Militia (Somalia)",,4,"Civilians (Somalia)","Marehan Clan Group (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,Galgaduud,Cabudwaaq,,Cabudwaaq,6.1478,46.3964,2,"Undisclosed Source","Local partner-Other","On 3 October 2023, Marehan clan militia ambushed a vehicle passing in the vicinity of Xanan-Buuro village near Cabudwaaq town (Cabudwaaq, Galgaduud). One person from the same clan was killed. The motive is unknown.",1,,1696883593
SOM42466,"03 October 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Al Shabaab",,2,"Civilians (Somalia)","Labor Group (Somalia)",7,27,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Gurbaan,1.8866,43.1873,2,"Undisclosed Source","Local partner-Other","Property destruction: On 3 October 2023, Al Shabaab burned five donkey carts, three motorbikes, and destroyed properties near Gurbaan village (Diinsoor, Bay). The owner of the property managed to escape. The donkey carts and motorbikes were transporting commercial goods to Diinsoor town.",0,,1696883593
SOM42469,"03 October 2023",2023,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","ATMIS: African Union Transition Mission in Somalia (2022-); Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,"Cali Fool Dheere",2.8831,45.6569,2,"Hiiraan (Somalia); Radio Dalsan; VOA",National-International,"On 3 October 2023, government security forces (SNA), ATMIS forces, and Abgal clan militia in an operation took control over Cali Fool Dheere forest in the vicinity of Cali Fool Dheere town (Jowhar, Middle Shabelle) from Al Shabaab. No clash was reported.",0,,1696883593
SOM42471,"03 October 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2022-)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Waaberi",2.0195,45.31,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 3 October 2023, an IED planted by Al Shabaab detonated, targeting a vehicle belonging to a member of Parliament heading to work in the vicinity of March area in Mogadishu - Waaberi (Banadir). The blast missed his vehicle as he passed by. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42473,"03 October 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-)","Police Forces of Somalia (2022-)",1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Kaxda",2.0399,45.2384,1,"Undisclosed Source","Local partner-Other","On 3 October 2023, an IED planted by suspected Al Shabaab detonated, targeting joint military and police forces in a checkpoint at the Baydabo Yarey neighborhood in Mogadishu - Kaxda (Banadir). There were no casualties.",0,,1696883593
SOM42418,"02 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Kenya (2022-)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,"Middle Juba",Bu'aale,,Buaale,1.2448,42.5732,1,"Caasimada; Calamada; Hiiraan (Somalia); Radio Risala",National,"On 2 October 2023, Kenya security forces conducted an airstrike against three Al Shabaab positions in Buaale town (Bu'aale, Middle Juba) and Ceel Cadde (coded separately). Unspecified number of militants were killed, coded as 3.",3,,1696883593
SOM42421,"02 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Kenya (2022-)",,8,"Civilians (Somalia)",,7,78,"Civilian targeting",706,"Eastern Africa",Somalia,Gedo,Garbahaarey,,"Ceel Cadde",3.0359,41.8674,1,"Calamada; Hiiraan (Somalia); Shabelle Media Network",National,"On 2 October 2023, Kenya security forces conducted an airstrike in Ceel Cadde village (Garbahaarey, Gedo) and Buaale (coded separately). The airstrike hit civilian residential areas. Casualties unknown.",0,,1696883593
SOM42431,"02 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Danow,1.7317,44.6253,1,Calamada,National,"On 2 October 2023, overnight, Al Shabaab launched an attack against ATMIS UPDF troops at a base in Danow town (Marka, Lower Shabelle). Both sides exchanged gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42442,"02 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Calamada; Undisclosed Source","Local partner-Other","On 2 October 2023, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a base in Diinsoor town (Diinsoor, Bay). The attack was initiated with RPGs and followed by exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42443,"02 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Gedo,Garbahaarey,,Garbahaarey,3.328,42.2199,1,"Calamada; Undisclosed Source","Local partner-Other","On 2 October 2023, overnight, Al Shabaab carried out a hit-and run attack against government security forces (SNA) at the WFP base in Garbahaarey town (Garbahaarey, Gedo). The attack was initiated with RPGs and followed by exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42444,"02 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 2 October 2023, overnight, Al Shabaab launched an attack against government security forces (SNA) at a base in Janaale town (Marka, Lower Shabelle). Both sides exchanged gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42455,"02 October 2023",2023,1,"Political violence",Battles,"Armed clash","Habar Gedir-Saad Sub-Clan Militia (Somalia)","Pastoralists (Somalia)",4,"Leelkayse Clan Militia (Somalia)","Pastoralists (Somalia)",4,44,,706,"Eastern Africa",Somalia,Mudug,Galdogob,,Galdogob,7.012,47.06,2,"Caasimada; Radio Kulmiye; Radio Risala; Undisclosed Source","Local partner-Other","On 2 October 2023, pastoralist from Habar Gedir Saad sub clan militia and Leelkayse clan militia clashed over a dispute on grazing land in between Dalsan and Laama-ariboob village near Galdogob village (Galdogob, Mudug). 21 people were killed and 32 others were injured.",21,,1696883593
SOM42460,"02 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Unidentified Clan Group (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Al Furqaan; Calamada",National,"On 2 October 2023, overnight, Al Shabaab shot and killed a clan elder who was an election delegate for Southwest state at KBB neighborhood in Mogadishu - Hodan (Banadir).",1,,1696883593
SOM42470,"02 October 2023",2023,1,"Strategic developments","Strategic developments",Other,"Hawadle Clan Militia (Somalia)","Habar Gedir Clan Militia (Somalia); Murusade Clan Militia (Somalia)",4,,,0,40,,706,"Eastern Africa",Somalia,Galgaduud,"Ceel Buur",,Wabxo,4.5135,46.2841,2,"Caasimada; Hiiraan (Somalia)",National,"Other: On 2 October 2023, Hawadle, Habar Gedir, Murusade clan militias held meetings in Waradhuumale village near Wabxo village (Ceel Buur, Galgaduud) and agreed to support the government operation.",0,,1696883593
SOM42416,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","ATMIS: African Union Transition Mission in Somalia (2022-) (Burundi)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Mahadaay,2.9704,45.5347,2,Caasimada,National,"On 1 October 2023, ATMIS BNDF troops conducted an airstrike against Al Shabaab in Ciid Ciidka village near Mahadaay village (Jowhar, Middle Shabelle). Casualties unknown.",0,,1696883593
SOM42417,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ethiopia (2018-)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Bakool,Waajid,,Waajid,3.8096,43.2463,2,"Undisclosed Source","Local partner-Other","On 1 October 2023, Ethiopia security forces conducted an airstrike against Al Shabaab positions near Ceel Malable village, near Waajid town (Waajid, Bakool). Unspecified number of militants were killed, coded as 3.",3,,1696883593
SOM42428,"01 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)",,8,28,,706,"Eastern Africa",Somalia,Gedo,Baardheere,,Bardera,2.3385,42.2843,1,"Calamada; Undisclosed Source","Local partner-Other","On 1 October 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS ENDF in Bardera town (Baardheere, Gedo). Both sides exchanged heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42430,"01 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,Baraawe,1.1132,44.0297,1,"Al Furqaan; Calamada",National,"On 1 October 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF at a base in Buur Colow neighborhood and the airport in Baraawe town (Baraawe, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42459,"01 October 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Clan Militia (Somalia)",,4,"Police Forces of Somalia (2022-) Puntland Police Force",,1,14,,706,"Eastern Africa",Somalia,Bari,Bossaso,,Carmo,10.5679,49.0607,1,"Puntland Post",National,"On 1 October 2023, unidentified clan militia clashed with Puntland police forces in a checkpoint in Carmo village (Bossaso, Bar). The motive is unknown. One clan militia was killed.",1,,1696883593
SOM42464,"01 October 2023",2023,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Gedo,Doolow,,Doolow,4.1642,42.0794,2,"Caasimada; Hiiraan (Somalia); Undisclosed Source","Local partner-Other","Weapons seizure: On 1 October 2023, government security forces (SNA) seized and intercepted an Al Shabaab vehicle transporting ammunition and explosive devices near Doolow town (Doolow, Gedo).",0,,1696883593
SOM42475,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,"Cali Fool Dheere",2.8831,45.6569,2,"Al Furqaan; Calamada",National,"On 1 October 2023, an IED planted by Al Shabaab detonated, targeting government security forces (SNA) convoy in an operation near Cali Fool Dheere village (Jowhar, Middle Shabelle). Al Shabaab claimed killing three.",3,,1696883593
SOM42476,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Dharkenley",2.0095,45.25,1,"Hiiraan (Somalia); Radio Dalsan; Shabelle Media Network",National,"On 1 October 2023, Al Shabaab fired mortar shells landed in the residential area in Mogadishu - Dharkenley (Banadir). Al Shabaab claimed targeting TURKSOM military base. There were no fatalities. Unspecified civilians were injured.",0,,1696883593
SOM42477,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Kaxda",2.0399,45.2384,1,"Hiiraan (Somalia); Radio Dalsan; Shabelle Media Network",National,"On 1 October 2023, Al Shabaab fired mortar shells landed in the residential area in Mogadishu - Kaxda (Banadir). Al Shabaab claimed targeting TURKSOM military base. There were no fatalities. Unspecified civilians were injured.",0,,1696883593
SOM42478,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wadajir",2.0462,45.3341,1,"Hiiraan (Somalia); Radio Dalsan; Shabelle Media Network",National,"On 1 October 2023, Al Shabaab fired mortar shells landed in the residential area of Tarabuushka neighborhood in Mogadishu - Wadajir (Banadir). One civilian was killed, and five others were injured. Al Shabaab claimed targeting TURKSOM military base.",1,,1696883593
SOM42479,"01 October 2023",2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Hiiraan (Somalia)",National,"On 1 October 2023, ATMIS ENDF troops fired several mortar shells against Al Shabaab hideout in Diinsoor town (Diinsoor, Bay). There were no casualties.",0,,1696883593
SOM42424,"30 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Burundi)",,8,28,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balcad,2.39,45.3833,1,"Al Furqaan; Calamada",National,"On 30 September 2023, overnight, Al Shabaab launched an attack against ATMIS BNDF at a base in Balcad town (Balcad, Middle Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42426,"30 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Burundi)",,8,28,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Qalimow,2.5878,45.3695,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 30 September 2023, Al Shabaab attacked ATMIS BNDF troops at a base in Qalimow village (Balcad, Middle Shabelle). The attack was initiated with heavy exchanged of gunfire from both sides. Al Shabaab claimed killing two soldiers and injured three others.",2,,1696883593
SOM42439,"30 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 30 September 2023, overnight, Al Shabaab conducted a hit and run attack against government security forces (SNA) at a defensive checkpoint in Bariirre village (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42441,"30 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,1,"Shabelle Media Network; Undisclosed Source","Local partner-Other","On 30 September 2023, Al Shabaab threw a hand grenade against government security forces (SNA) checkpoint in Ceelasha Biyaha village (Afgooye, Lower Shabelle). The security forces reacted with gunfire after the blast. There were no casualties.",0,,1696883593
SOM42446,"30 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 30 September 2023, overnight, Al Shabaab threw a hand grenade against government security forces (SNA) checkpoint at the Jalle Siyad Military Training camp in Mogadishu - Hodan (Banadir). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1696883593
SOM42458,"30 September 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces",,1,"Hawadle Clan Militia (Somalia)",,4,14,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Maxaas,4.3934,46.0882,1,"Caasimada; Hiiraan (Somalia); Radio Dalsan; Shabelle Media Network; Undisclosed Source","Local partner-Other","On 30 September 2023, government security forces (Gorgor) clashed with Hawadle clan militia over checkpoint dispute in Maxaas town (Bulo Burto, Hiraan). Two people were killed and three soldiers were injured.",2,,1696883593
SOM42343,"29 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",,8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Badhaadhe,,Hosingow,-0.1734,41.2695,1,Calamada,National,"On 29 September 2023, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,,1696268001
SOM42371,"29 September 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Dharkenley",2.0095,45.25,1,Calamada,National,"On 29 September 2023, Al Shabaab threw a hand grenade against the government security forces (SNA) checkpoint at the Catheyga neighborhood in Mogadishu - Dharkenley (Banadir). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1696268002
SOM42398,"29 September 2023",2023,1,"Political violence","Explosions/Remote violence",Grenade,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2022-) Jubaland Administration",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,1,Calamada,National,"On 29 September 2023, Al Shabaab threw a hand grenade at the residential house of the Kismayo seaport manager at the Farjano neighborhood in Kismayo town (Kismaayo, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,"local administrators",1696268002
SOM42413,"29 September 2023",2023,1,"Political violence","Explosions/Remote violence","Suicide bomb","Al Shabaab",,2,"Military Forces of Somalia (2022-)","Civilians (Somalia)",1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Al Furqaan; Caasimada; Calamada; Garowe Online; Goobjoob; Radio Kulmiye; Radio Risala; Shabelle Media Network",Subnational-National,"On 29 September 2023, a suicide vehicle-borne IED (SVBIED) by Al Shabaab detonated, targeting government security forces (SNA) checkpoint near Baar Bulosho area at the Sayiidka junction in Mogadishu - Wardhigley (Banadir). The suicide bomber and at least nine people were killed, including civilians and six others were injured. Al Shabaab claimed killing 11 soldiers and injured 18 others.",10,,1696268002
