event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM38339,"17 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-) Special Forces",,1,12,,706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,2,Calamada,National,"On 17 October 2022, an IED planted by Al Shabaab detonated, targeting a government security forces (Danab/Bancroft) convoy in the vicinity of Butaley village near Belet Weyne town (Belet Weyne, Hiraan). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38335,"17 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2022-) Banadir Administration",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Yaqshid",2.0678,45.35,1,"Calamada; Undisclosed Source","Local partner-Other","On 17 October 2022, Al Shabaab shot and killed a branch chairman for Yaqshid administration at the Suuqa Xoolaha neighborhood in Mogadishu - Yaqshid (Banadir). Al Shabaab claimed responsibility.",1,"local administrators",1687837306
SOM38311,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Dhagaxow,2.5265,45.4844,1,"Radio Risala; Shabelle Media Network; Undisclosed Source; Radio Dalsan","Local partner-Other","On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Dhagaxow village (Balcad, Middle Shabelle), Farbaraako, Yaaqla, Mukudheere, Shanlow, Jameeco Misra and Kooreeba villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38312,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Farbaraako,2.5131,45.4929,1,"Radio Dalsan; Undisclosed Source; Shabelle Media Network; Radio Risala","Local partner-Other","On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Farbaraako village (Balcad, Middle Shabelle), Jameeco Misra, Dhagaxow, Yaaqla, Mukudheere, Shanlow, and Kooreeba villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38313,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Yaaqla,2.5083,45.4852,1,"Shabelle Media Network; Radio Dalsan; Undisclosed Source; Radio Risala","Local partner-Other","On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Yaaqla village (Balcad, Middle Shabelle), Jameeco Misra, Farbaraako, Dhagaxow, Mukudheere, Shanlow, and Kooreeba villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38314,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Mukudheere,2.433,45.467,1,"Undisclosed Source; Radio Risala; Shabelle Media Network; Radio Dalsan","Local partner-Other","On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Mukudheere village (Balcad, Middle Shabelle), Farbaraako, Jameeco Misra, Yaaqla, Dhagaxow, Shanlow, and Kooreeba villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38315,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Shanlow,2.5388,45.4836,1,"Undisclosed Source; Radio Risala; Shabelle Media Network; Radio Dalsan","Local partner-Other","On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Shanlow village (Balcad, Middle Shabelle), Farbaraako, Yaaqla, Mukudheere, Dhagaxow, Jameeco Misra, and Kooreeba villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38316,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Kooreeba,2.4772,45.4799,1,"Shabelle Media Network; Radio Risala; Radio Dalsan; Undisclosed Source","Local partner-Other","On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Kooreeba village (Balcad, Middle Shabelle), Jameeco Misra, Farbaraako, Yaaqla, Mukudheere, Shanlow, and Dhagaxow villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38317,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,"Jameeco Misra",2.5721,45.4953,1,"Caasimada; Radio Risala",National,"On 16 October 2022, government security forces (SNA) and Abgal clan militia took control over Jameeco Misra village (Balcad, Middle Shabelle), Farbaraako, Yaaqla, Mukudheere, Shanlow, Kooreeba, and Dhagaxow villages (coded separately) from Al Shabaab. No clashes were reported.",0,,1666650598
SOM38318,"16 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Waldalmoge Clan Militia (Somalia)",,4,"Civilians (Somalia)","Leelkayse Clan Group (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,Mudug,Galdogob,,Bursaalax,7.1865,47.2426,2,"Radio Risala; Undisclosed Source","Local partner-Other","On 16 October 2022, Waldamoge clan militia shot and killed two civilians from Leelkayse clan in the Riigoomane village near Bursaalax village (Galdogob, Mudug).",2,,1666650598
SOM38322,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Change to group/activity","Al Shabaab","Murusade Clan Militia (Somalia)",2,,,0,20,,706,"Eastern Africa",Somalia,Galgaduud,"Ceel Buur",,Wabxo,4.5135,46.2841,1,Calamada,National,"Recruitment: On 16 October 2022, Al Shabaab started arming, mobilizing and recruiting locals from Murursade clan in Wabxo village (Ceel Buur, Galgaduud). This is after the government supported local clan militia to commence an offensive against Al Shabaab in Galgaduud region.",0,,1666650599
SOM38331,"16 October 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Al Shabaab",,2,"Civilians (Somalia)","Labor Group (Somalia)",7,27,,706,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,"Sina Dhaga",5.3732,46.3397,2,"Undisclosed Source","Local partner-Other","Property destruction: On 16 October 2022, Al Shabaab seized and burned down a commercial vehicle travelling along main tarmac road linking Dhuusamarreeb and Ceeldheere village, near Sina Dhaga village (Dhuusamarreeb, Galgaduud). The vehicle was transporting mira/khat.",0,,1666650602
SOM38349,"16 October 2022",2022,1,"Political violence","Explosions/Remote violence",Grenade,"Unidentified Armed Group (Somalia)",,3,,,0,30,,706,"Eastern Africa",Somalia,Gedo,"Belet Xaawo",,"Belet Xaawo",3.7807,41.8943,1,"Undisclosed Source","Local partner-Other","On 16 October 2022, unidentified gunmen threw a hand grenade against a residential house of a senior government soldier (SNA) in Belet Xaawo town (Belet Xaawo, Gedo). There were no casualties.",0,,1666650603
SOM38323,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 16 October 2022, overnight, Al Shabaab shot and killed a police commander for Xamar Bile and General Daauud stations at the Hamarbile neighborhood in Mogadishu - Wardhigley (Banadir). Another soldier was injured. Al Shabaab claimed responsibility.",1,,1680570796
SOM38324,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Heliwa",2.0844,45.39,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 16 October 2022, overnight, Al Shabaab launched an attack against government security forces (SNA) at a checkpoint in Ali Agoon area at the Suuqa Xoolaha neighborhood Mogadishu - Heliwa (Banadir). The clash was initiated with RPGs followed by an exchange of heavy gunfire from both sides. There were no fatalities. Two civilians bystanders were injured. Al Shabaab claimed responsibility.",0,,1680570796
SOM38326,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Calamada; Al Furqaan; Undisclosed Source","Local partner-Other","On 16 October 2022, Al Shabaab attacked government security forces (SNA) at a checkpoint at the Bundaweyne neighborhood in Belet Weyne town (Belet Weyne, Hiraan). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38327,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Laantabuur,2.0537,45.0548,1,"Undisclosed Source; Calamada; Al Furqaan","Local partner-Other","On 16 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF at a defensive base in Laantabuur village (Afgooye, Lower Shabelle). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38328,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,"Calamada; Al Furqaan; Undisclosed Source","Local partner-Other","On 16 October 2022, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a defensive base at the Nationka neighborhood in Janaale village (Marka, Lower Shabelle). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38329,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-) Jubaland Security Force",,1,12,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,"Buulo Gaduud",-0.074,42.5719,2,"Al Furqaan; Undisclosed Source; Calamada","Local partner-Other","On 16 October 2022, overnight, Al Shabaab attacked Jubaland security forces at a base in Sigaleer village near Buulo Gaduud village (Kismaayo, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38330,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",,8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Tabta,0.3046,41.4394,1,Calamada,National,"On 16 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Tabta village (Afmadow, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38325,"16 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Police Forces of Somalia (2022-) Southwest Special Police Forces",,1,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,"Al Furqaan; Calamada; Undisclosed Source","Local partner-Other","On 16 October 2022, overnight, Al Shabaab carried out a hit and run attack against Southwest Special Police Forces (SWSPF) at a checkpoint at the Bulo Jameeco neighborhood in Baidoa town (Baydhaba, Bay). One police officer was killed. Al Shabaab claimed responsibility.",1,,1680570813
SOM38320,"15 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Somalia)",,3,"Civilians (Somalia)","Majeerteen Clan Group (Somalia)",7,37,"Civilian targeting",706,"Eastern Africa",Somalia,Mudug,Gaalkacyo,,Garsoor,6.7662,47.4279,1,"Undisclosed Source","Local partner-Other","On 15 October 2022, overnight, unidentified gunmen shot and killed a clan elder from Majeerteen clan in Garsoor village (Gaalkacyo, Mudug). The motive of killing is unknown.",1,,1666650603
SOM38301,"15 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Undisclosed Source; Calamada","Local partner-Other","On 15 October 2022, overnight, Al Shabaab fired several mortar shells and IDF against ATMIS UPDF at a defensive base in Qoryooley village (Qoryooley, Lower Shabelle). The forces reacted mortars. Both sides exchanged heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38303,"15 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Military Forces of Somalia (2022-); Unidentified Clan Group (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Wardhigley",2.0549,45.33,1,"Shabelle Media Network; Somali Memo; Caasimada; Radio Dalsan; Radio Risala",Subnational-National,"On 15 October 2022, Al Shabaab shot and killed a government soldier (SNA) who was an electoral delegate for Galmudug state in the Damey neighborhood in Mogadishu - Wardhigley (Banadir). Al Shabaab claimed responsibility.",1,,1680570796
SOM38305,"15 October 2022",2022,1,"Political violence","Explosions/Remote violence",Grenade,"Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Shibis",2.0476,45.35,1,"Undisclosed Source; Calamada","Local partner-Other","On 15 October 2022, Al Shabaab threw a hand grenade against government security forces (SNA) at a checkpoint at the Soomow-Dheere neighborhood in Mogadishu - Shibis (Banadir). There were no fatalities. Two people were injured. Al Shabaab claimed responsibility.",0,,1680570796
SOM38306,"15 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)",,8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Tabta,0.3046,41.4394,1,"Calamada; Undisclosed Source","Local partner-Other","On 15 October 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Tabta village (Afmadow, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38307,"15 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Djibouti)",,8,28,,706,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Dhuusamarreeb,5.5376,46.3867,1,"Calamada; Undisclosed Source","Local partner-Other","On 15 October 2022, Al Shabaab carried out a hit and run attack against ATMIS DNDF troops at the Ugas Nur Airport base in Dhuusamarreeb town (Dhuusamarreeb, Galgaduud). The attack was initiated with RPGs followed by an exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38308,"15 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Burundi)",,8,28,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Balcad,2.39,45.3833,2,"Undisclosed Source; Calamada","Local partner-Other","On 15 October 2022, an IED by Al Shabaab detonated, targeting an ATMIS BNDF convoy passing near Balcad town (Balcad, Middle Shabelle). Al Shabaab claimed killing one soldier.",1,,1680570796
SOM38309,"15 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,"Buufow Bacaad",1.7493,44.7437,1,"Calamada; Undisclosed Source","Local partner-Other","On 15 October 2022, Al Shabaab carried out a hit and run attack against ATMIS UPDF at a defensive base in Buufow Bacaad village (Marka, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570796
SOM38310,"15 October 2022",2022,1,"Political violence","Explosions/Remote violence",Grenade,"Al Shabaab",,2,"Civilians (Somalia)","Government of Somalia (2022-) Southwest Administration",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,"Undisclosed Source; Calamada","Local partner-Other","On 15 October 2022, overnight, Al Shabaab threw a hand grenade at the residential house belonging to an official working for Marka district in Janaale village (Marka, Lower Shabelle). There were no fatalities. One person was injured. Al Shabaab claimed responsibility.",0,,1680570796
SOM38304,"15 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-) Special Forces",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Shibis",2.0476,45.35,1,"Somali Memo",National,"On 15 October 2022, a remote controlled IED planted by Al Shabaab detonated, targeting a government security forces (Gorgor) convoy passing near Dayax school in Mogadishu - Shibis (Banadir). One soldier was killed. Al Shabaab claimed responsibility.",1,,1680570796
SOM38300,"14 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Xaawo-Cabdi,2.0905,45.1766,2,"Radio Risala",National,"On 14 October 2022, a remote controlled IED by Al Shabaab detonated, targeting a passenger vehicle near Xaawo-Cabdi village (Afgooye, Lower Shabelle). At least ten people were killed and several others were injured.",10,,1666036934
SOM38237,"14 October 2022",2022,1,"Political violence",Battles,"Government regains territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,Xawaadleey,2.5826,45.4894,1,"Hiiraan (Somalia); Caasimada; Radio Risala",National,"On 14 October 2022, government security forces (SNA) and Abgal clan militia took over the control of Xawaadleey village (Balcad, Middle Shabelle) from Al Shabaab. Three soldiers were killed.",3,,1666650598
SOM38347,"14 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Ethiopia (2018-)",,8,28,,706,"Eastern Africa",Somalia,Bakool,Waajid,,Waajid,3.8096,43.2463,1,"Undisclosed Source","Local partner-Other","On 14 October 2022, two IEDs planted by Al Shabaab detonated, targeting Ethiopia security forces at the airstrip of Waajid town (Waajid, Bakool). There were no casualties.",0,,1666650602
SOM38321,"14 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,"Gobo Kibir",-0.1,42.36,2,"Undisclosed Source","Local partner-Other","On 14 October 2022, a remote controlled IED planted by suspected Al Shabaab detonated, killing two civilians near Gobo Kibir village (Kismaayo, Lower Juba).",2,,1666650602
SOM38297,"14 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,Calamada,National,"On 14 October 2022, overnight, Al Shabaab shot and killed a government soldier (SNA) [assumed on duty] at the Bangala neighborhood in Mogadishu - Daynile (Banadir). Al Shabaab claimed responsibility.",1,,1680570793
SOM38299,"14 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 14 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF and government security forces (SNA) at a defensive base at the Nationka neighborhood in Janaale village (Marka, Lower Shabelle). The attack was initiated with RPGs followed by an exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38298,"14 October 2022",2022,1,"Political violence","Explosions/Remote violence",Grenade,"Al Shabaab",,2,,,0,20,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,1,Calamada,National,"On 14 October 2022, overnight, Al Shabaab threw two hand grenades against the residential house of Ceelasha Biyaha chairman in Ceelasha Biyaha village (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,"local administrators",1695664793
SOM38296,"13 October 2022",2022,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Somalia (2022-) Special Forces",,1,,,0,10,,706,"Eastern Africa",Somalia,"Middle Shabelle",Cadale,,Cadale,2.7603,46.3222,1,"Radio Risala; Caasimada",National,"Movement of forces: On 13 October 2022, government security forces (Danab/Bancroft/Gorgor) were deployed in Adale town (Cadale, Middle Shabelle) to liberate several villages in the region.",0,,1666036933
SOM38302,"13 October 2022",2022,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Somalia (2022-)","Habar Gedir-Ayr Sub-Clan Militia (Somalia)",1,,,0,10,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Yasooman,4.0558,45.7487,1,Caasimada,National,"Movement of forces: On 13 October 2022, over 100 government security forces (SNA) and Habar Gedir Ayr sub clan militia were deployed in Yasooman village (Bulo Burto, Hiraan). The forces and clan militia established defensive position in the village.",0,,1666650599
SOM38295,"13 October 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Military Forces of Somalia (2022-); Military Forces of the United States (2021-)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Middle Juba",Saakow,,Saakow,1.6394,42.4522,1,"Caasimada; Radio Dalsan; Al Furqaan; Hiiraan (Somalia); Shabelle Media Network; Somali Memo",National,"On 13 October 2022, Al Shabaab shot and killed six civilians in a public square in Saakow town (Saakow, Middle Juba). Militants accused civilians of spying for US and Somalia state Intelligence agencies. Al Shabaab claimed responsibility.",6,,1680570793
SOM38294,"13 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,Calamada,National,"On 13 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF and government security forces (SNA) at a defensive base in Qoryooley village (Qoryooley, Lower Shabelle). Both sides exchanged heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38293,"13 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 13 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF and government security forces (SNA) at a defensive base in Janaale village (Marka, Lower Shabelle). The attack was initiated with RPGs followed by an exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38319,"13 October 2022",2022,1,"Political violence",Battles,"Armed clash","Habar Gedir-Saleban Clan Militia (Somalia)",,4,"Police Forces of Somalia (2022-) Galmudug Police Force",,1,14,,706,"Eastern Africa",Somalia,Galgaduud,Cabudwaaq,,Labagale,6.1719,46.4181,1,"Undisclosed Source","Local partner-Other","On 13 October 2022, Habar Gedir Saleban sub clan militia attacked a Galmudug police convoy escorting the Joint Committee of Elders at Labagale village (Cabudwaaq, Galgaduud). One police officer was killed. The motive of the attack is unknown.",1,,1680579870
SOM38292,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle",Balcad,,"Buulo Kuunto",2.3325,45.3341,1,"Caasimada; Undisclosed Source; Radio Dalsan; Radio Risala","Local partner-Other","On 12 October 2022, government security forces (SNA) in an operation clashed with Al Shabaab at hideouts in Buulo Kuunto village (Balcad, Middle Shabelle). Four militants were killed. One vehicle and weapons were seized.",4,,1666036933
SOM38283,"12 October 2022",2022,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Kenya (2022-)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,"Lower Juba",Afmadow,,Dhobley,0.4063,41.0124,2,"Undisclosed Source","Local partner-Other","On 12 October 2022, overnight, suspected Kenya security forces conducted an airstrike against Al Shabaab hideouts in Degelima village near Dhobley town (Afmadow, Lower Juba). There were no casualties.",0,,1679360219
SOM38277,"12 October 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Military Forces of Somalia (2022-)","Civilians (Somalia)",1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Radio Risala; Shabelle Media Network; Goobjoob; Undisclosed Source; Radio Dalsan","Local partner-Other","On 12 October 2022, an IED by Al Shabaab detonated, targeting government security forces (SNA) convoy at the Tri Piano neighborhood in Mogadishu - Hodan (Banadir). There were no fatalities. Four people were injured including civilians bystanders. Al Shabaab claimed responsibility.",0,,1680570793
SOM38284,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya)","Military Forces of Somalia (2022-) Jubaland Security Force",8,28,,706,"Eastern Africa",Somalia,"Lower Juba",Badhaadhe,,Hosingow,-0.1734,41.2695,1,"Undisclosed Source; Calamada","Local partner-Other","On 12 October 2022, overnight, Al Shabaab attacked ATMIS KDF and Jubaland security forces at a base in Hosingow village (Badhaadhe, Lower Juba). There were no fatalities. One soldier was injured. Al Shabaab claimed responsibility.",0,,1680570793
SOM38287,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Almada,2.2187,45.2087,1,"Calamada; Undisclosed Source","Local partner-Other","On 12 October 2022, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a defensive base in Almada village (Afgooye, Lower Shabelle). The attack was initiated with RPGs and hand grenade followed by an exchanged of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
SOM38288,"12 October 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awbocow,1.985,45.0018,1,"Calamada; Undisclosed Source","Local partner-Other","On 12 October 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS UPDF at a defensive base in Awbocow village (Afgooye, Lower Shabelle). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570793
